"","X","experiment_id","sample_id","platform_id","cell_type","category","general_cell_type","donor_tissue","sub_cell_type1","ts_timepoint","ResemblingNativeCellType","index","cell_type.1","category.1","target_cell_type","general_cell_type.1","parental_cell_type","donor_tissue.1","CellType","Treatment","progenitor.cell.type","Comment","SRR_accession","QC_summary","SRX_accession","SRS_accession","SRP_accession","GSE_accession","Sample_name","Library_name","SampleName","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"SRR7421716","SRP151274.SRX4292534.GPL20301","SRP151274","SRX4292534","GPL20301","induced pluripotent stem cell","standard","IPS","PBMC","IPS-PBMC","","",377,"IPS","standard",NA,"IPS","PBMC","PBMC","IPS","untreated","PBMC","no electroporation control; timepoint:2 h post no electroporation; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.","SRR7421716","PASS","SRX4292534","SRS3455669","SRP151274","iPSC19-Con2h","","RS_2","iPSC19-Con2h","2018-06-29 14:33:13","2018-06-25 13:31:16",25460150,7638045000,25460150,300,2984,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421716","RS_2","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP151274","PRJNA477602",NA,477602,"SRS3455669","SAMN09475322","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not determined",NA,"no",NA,NA,NA,"","STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES","SRA728043",NA,"public","B3BAF4418FAEA8C9925699A1F649925A","6D994482C8FFD6FA8666D17C6737865F"
"SRR7421717","SRP151274.SRX4292533.GPL20301","SRP151274","SRX4292533","GPL20301","induced pluripotent stem cell, treated","other","IPS.t","PBMC","IPS-PBMC","","",378,"IPS","standard",NA,"IPS","PBMC","PBMC","IPS","treated","PBMC","timepoint:8 h post electroporation; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.","SRR7421717","PASS","SRX4292533","SRS3455668","SRP151274","iPSC19-NoB8h","","RS_17","iPSC19-NoB8h","2018-06-29 14:33:13","2018-06-25 13:38:32",31244871,9373461300,31244871,300,3716,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421717","RS_17","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP151274","PRJNA477602",NA,477602,"SRS3455668","SAMN09475336","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not determined",NA,"no",NA,NA,NA,"","STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES","SRA728043",NA,"public","8BC6DBD8D66AB894F0D6C0BB2EF0BD7A","37F33B7043E271F300931ACA8AAFB1AA"
"SRR7421718","SRP151274.SRX4292531.GPL20301","SRP151274","SRX4292531","GPL20301","induced pluripotent stem cell, treated","other","IPS.t","PBMC","IPS-PBMC","","",379,"IPS","standard",NA,"IPS","PBMC","PBMC","IPS","treated","PBMC","BCL-XL Overexpresion; timepoint:4h; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.","SRR7421718","PASS","SRX4292531","SRS3455666","SRP151274","iPSC19-BCL4h","","RS_14","iPSC19-BCL4h","2018-06-29 14:33:13","2018-06-25 13:37:52",27543323,8262996900,27543323,300,3394,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421718","RS_14","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP151274","PRJNA477602",NA,477602,"SRS3455666","SAMN09475333","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not determined",NA,"no",NA,NA,NA,"","STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES","SRA728043",NA,"public","34C409F1FD43D655FD903993D92AE0B4","91E606958DFB117C6ADEBD446BE2256F"
"SRR7421719","SRP151274.SRX4292530.GPL20301","SRP151274","SRX4292530","GPL20301","induced pluripotent stem cell, treated","other","IPS.t","PBMC","IPS-PBMC","","",380,"IPS","standard",NA,"IPS","PBMC","PBMC","IPS","treated","PBMC","BCL-XL Overexpresion; timepoint:4h; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.","SRR7421719","PASS","SRX4292530","SRS3455665","SRP151274","iPSC20-BCL4h","","RS_15","iPSC20-BCL4h","2018-06-29 14:33:13","2018-06-25 13:33:48",22668738,6800621400,22668738,300,2780,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421719","RS_15","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP151274","PRJNA477602",NA,477602,"SRS3455665","SAMN09475334","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not determined",NA,"no",NA,NA,NA,"","STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES","SRA728043",NA,"public","EC8296B9C27B99FA88E30C033CDFC691","518072A8327E816FD091E117973F2A6B"
"SRR7421721","SRP151274.SRX4292528.GPL20301","SRP151274","SRX4292528","GPL20301","induced pluripotent stem cell","standard","IPS","PBMC","IPS-PBMC","","",381,"IPS","standard",NA,"IPS","PBMC","PBMC","IPS","untreated","PBMC","timepoint:4 h post electroporation; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.","SRR7421721","PASS","SRX4292528","SRS3455663","SRP151274","iPSC20-NoB4h","","RS_12","iPSC20-NoB4h","2018-06-29 14:33:13","2018-06-25 14:15:22",27730655,8319196500,27730655,300,3434,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421721","RS_12","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP151274","PRJNA477602",NA,477602,"SRS3455663","SAMN09475331","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not determined",NA,"no",NA,NA,NA,"","STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES","SRA728043",NA,"public","ECD2515156311320DFE35CCB60FDEDCF","EF012D5BCC02E935B4CBEAC795F6C127"
"SRR1596232","SRP048605.SRX719462.GPL16791","SRP048605","SRX719462","GPL16791","induced pluripotent stem cell","standard","IPS","HUVEC","IPS-HUVEC","","",382,"IPS","standard",NA,"IPS","HUVEC","HUVEC","IPS","untreated","HUVECs","PMID: 27076077","SRR1596232","PASS","SRX719462","SRS715620","SRP048605","human_iPS_d0","","human_iPS_d0","human_iPS_d0","2016-05-03 15:02:38","2014-10-02 23:45:36",115227155,11522715500,0,100,7776,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1596232/SRR1596232.1","human_iPS_d0","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP048605","PRJNA262827",2,262827,"SRS715620","SAMN03092848","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not applicable",NA,"no",NA,NA,NA,"","SALK INSTITUTE","SRA188530",NA,"public","17F9CA73F6147FC98FE2F9ACB1EB6556","3833C66F27C9A604F95B191B85728E6F"
"SRR1596233","SRP048605.SRX719470.GPL16791","SRP048605","SRX719470","GPL16791","derived pancreatic b-like cell","test","dPANCBLC","IPS","dPANCBLC-IPS","d26","",383,"derived pancreatic b-like cells","test","pancreatic beta cell","derived pancreatic b-like cell","IPS","","derived pancreatic b-like cells","test","iPS","day 26 human iPS cells derived by 4F infection from HUVECs after beta-cell induction plus EGFP; PMID: 2707607; Based on our proposed regulatory role for ERRγ in enhancing oxidative metabolism during β cell maturation, and the enrichment of ERRγ expression in adult compared to fetal human β cells (GSE56130), we asked whether overexpression of ERRγ could drive a metabolic maturation and thereby GSIS capability in human iPSC-derived β-like cells. To address this question, we initially optimized the differentiation protocol for producing insulin-positive β-like cells from human iPSCs, utilizing a human insulin promoter driven-GFP reporter for screening and isolation (Blum et al., 2012; D’Amour et al., 2006; Kroon et al., 2008; Kunisada et al., 2012; Schulz et al., 2012; Sneddon et al., 2012; Xie et al., 2013). In our optimized protocol, insulin-positive cells are generated from iPSCs, derived from a human endothelial cell line HUVEC, 18–21 days after initiation of differentiation; see Figure 4A","SRR1596233","PASS","SRX719470","SRS715628","SRP048605","hiPSCs_d26_EGFP","","hiPSCs_d26_EGFP","hiPSCs_d26_EGFP","2016-05-03 15:02:38","2014-10-03 16:05:38",109589780,10958978000,0,100,7191,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1596233/SRR1596233.1","hiPSCs_d26_EGFP","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP048605","PRJNA262827",2,262827,"SRS715628","SAMN03092849","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not applicable",NA,"no",NA,NA,NA,"","SALK INSTITUTE","SRA188530",NA,"public","5C006D2F03D0153982ABA0902607455F","692153405F3C6A65A6F177D9A2F460C4"
"SRR1596234","SRP048605.SRX719471.GPL16791","SRP048605","SRX719471","GPL16791","derived pancreatic b-like cell","test","dPANCBLC","IPS","dPANCBLC-IPS","d26","",384,"derived pancreatic b-like cells","test","pancreatic beta cell","derived pancreatic b-like cell","IPS","","derived pancreatic b-like cells","test","iPS","day 26 human iPS cells derived by 4F infection from HUVECs after beta-cell induction plus ERRg; PMID: 27076077; Based on our proposed regulatory role for ERRγ in enhancing oxidative metabolism during β cell maturation, and the enrichment of ERRγ expression in adult compared to fetal human β cells (GSE56130), we asked whether overexpression of ERRγ could drive a metabolic maturation and thereby GSIS capability in human iPSC-derived β-like cells. To address this question, we initially optimized the differentiation protocol for producing insulin-positive β-like cells from human iPSCs, utilizing a human insulin promoter driven-GFP reporter for screening and isolation (Blum et al., 2012; D’Amour et al., 2006; Kroon et al., 2008; Kunisada et al., 2012; Schulz et al., 2012; Sneddon et al., 2012; Xie et al., 2013). In our optimized protocol, insulin-positive cells are generated from iPSCs, derived from a human endothelial cell line HUVEC, 18–21 days after initiation of differentiation; see Figure 4A","SRR1596234","PASS","SRX719471","SRS715629","SRP048605","hiPSCs_d26_ERRg","","hiPSCs_d26_ERRg","hiPSCs_d26_ERRg","2016-05-03 15:02:38","2014-10-03 14:50:46",103224558,10322455800,0,100,6739,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1596234/SRR1596234.1","hiPSCs_d26_ERRg","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP048605","PRJNA262827",2,262827,"SRS715629","SAMN03092850","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not applicable",NA,"no",NA,NA,NA,"","SALK INSTITUTE","SRA188530",NA,"public","5D1972691A2AB9DBFB8715E78F09FC97","718C91AC1CE4184735E3489FEF1FA4FF"
"SRR7347186","SRP150612.SRX4220603.GPL11154","SRP150612","SRX4220603","GPL11154","fibroblast","standard","FIB","FSK","FIB-FSK","","",413,"fibroblast","standard",NA,"fibroblast",NA,"foreskin","fibroblast","control","newborn foreskin","Here, we report that human fibroblasts can be efficiently and directly reprogrammed into functional neuron-like cells (with a yield up to 82% TUJ1-positive neuron-like cells) by serially exposing cells to a combination of small molecules. These chemically induced neurons (iNs) displayed typical neuronal morphologies and showed neuronal transcriptional networks resembling human primary embryonic brain neurons;source_tissue:foreskin;source_vendor:MTI-GlobalStem, Maryland north-northwest of Washington, DC; PMID:31631018;","SRR7347186","PASS","SRX4220603","SRS3421540","SRP150612","HFF0-1","","HFF0-1","HFF0-1","2018-09-01 00:07:45","2018-06-15 12:09:45",34794151,10438245300,34794151,300,4264,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/007174/SRR7347186","HFF0-1","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP150612","PRJNA476303",NA,476303,"SRS3421540","SAMN09429600","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","CHINESE ACADEMY OF SCIENCES","SRA722344",NA,"public","CC34E3340F03A0640DA9E07D40434D95","E85359D013113E16BBA1D2478607255C"
"SRR7347188","SRP150612.SRX4220601.GPL11154","SRP150612","SRX4220601","GPL11154","induced neuron","test","iNEUR","FIB","iNEUR-FIB","d7","",415,"induced neuron","test","neuron","induced neuron","fibroblast","","induced neurons","test","FIB","D7 induced neuron","SRR7347188","PASS","SRX4220601","SRS3421538","SRP150612","D7 iNs-1","","D7 iNs-1","D7 iNs-1","2018-09-01 00:07:45","2018-06-15 12:06:13",25027405,7508221500,25027405,300,2850,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/007174/SRR7347188","D7 iNs-1","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP150612","PRJNA476303",NA,476303,"SRS3421538","SAMN09429602","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","CHINESE ACADEMY OF SCIENCES","SRA722344",NA,"public","4E5D621FA4FF33819A898CA5F03BC13F","5C2D89128E59AF03949808F4C301D7D8"
"SRR7347189","SRP150612.SRX4220600.GPL11154","SRP150612","SRX4220600","GPL11154","induced neuron","test","iNEUR","FIB","iNEUR-FIB","d7","",416,"induced neuron","test","neuron","induced neuron","fibroblast","","induced neurons","test","FIB","D7 induced neuron","SRR7347189","PASS","SRX4220600","SRS3421537","SRP150612","D7 iNs-2","","D7 iNs-2","D7 iNs-2","2018-09-01 00:07:45","2018-06-15 12:01:35",28404249,8521274700,28404249,300,3248,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/007174/SRR7347189","D7 iNs-2","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP150612","PRJNA476303",NA,476303,"SRS3421537","SAMN09429603","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","CHINESE ACADEMY OF SCIENCES","SRA722344",NA,"public","B075CB13AA41BE0943BCEAF329098263","35FD5808AD00DE17F79BDE103F461F43"
"SRR7347190","SRP150612.SRX4220599.GPL11154","SRP150612","SRX4220599","GPL11154","induced neuron","test","iNEUR","FIB","iNEUR-FIB","d14","",417,"induced neuron","test","neuron","induced neuron","fibroblast","","induced neurons","test","FIB","D14 induced neuron","SRR7347190","PASS","SRX4220599","SRS3421536","SRP150612","D14 iNs-1","","D14 iNs-1","D14 iNs-1","2018-09-01 00:07:45","2018-06-15 12:03:22",25837646,7751293800,25837646,300,2934,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007174/SRR7347190","D14 iNs-1","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP150612","PRJNA476303",NA,476303,"SRS3421536","SAMN09429604","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","CHINESE ACADEMY OF SCIENCES","SRA722344",NA,"public","FB67A29C9BDC19C6A7F0C581292CA368","7473FC5C385E81874A15B6CB93D1DC33"
"SRR7347191","SRP150612.SRX4220598.GPL11154","SRP150612","SRX4220598","GPL11154","induced neuron","test","iNEUR","FIB","iNEUR-FIB","d14","",418,"induced neuron","test","neuron","induced neuron","fibroblast","","induced neurons","test","FIB","D14 induced neuron","SRR7347191","PASS","SRX4220598","SRS3421535","SRP150612","D14 iNs-2","","D14 iNs-2","D14 iNs-2","2018-09-01 00:07:45","2018-06-15 12:03:50",26190080,7857024000,26190080,300,2974,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/007174/SRR7347191","D14 iNs-2","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP150612","PRJNA476303",NA,476303,"SRS3421535","SAMN09429605","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","CHINESE ACADEMY OF SCIENCES","SRA722344",NA,"public","0809F157AD7782CACA95F4972B4F2C49","82810D4E0F8A67EE0F3D656079D4CD3D"
"SRR7347194","SRP150612.SRX4220595.GPL11154","SRP150612","SRX4220595","GPL11154","fetal brain","standard","fBRN",NA,NA,"","",419,"fetal brain","standard",NA,"fetal brain",NA,"","fetal brain","control","","source_vendor:ScienCell, USA; age:fetal;tissue_source:brain;PMID:31631018;","SRR7347194","PASS","SRX4220595","SRS3421532","SRP150612","PN-3","","PN-3","PN-3","2018-09-01 00:07:45","2018-06-15 12:00:07",22318659,6695597700,22318659,300,3122,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/007174/SRR7347194","PN-3","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP150612","PRJNA476303",NA,476303,"SRS3421532","SAMN09429608","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","CHINESE ACADEMY OF SCIENCES","SRA722344",NA,"public","096E0EFB1ACEAFC1DD09DB3C61DAD2B0","2388B6C7B1923B35ADD2ECD4C4778040"
"SRR1999221","SRP057660.SRX1009319.GPL11154","SRP057660","SRX1009319","GPL11154","fibroblast, treated","other","FIB.t",NA,NA,"","",424,"fibroblast","test",NA,"fibroblast.treated",NA,"","fibroblast","treated",NA,"PMID:26290535; treated: By performing deep RNA-seq in cells expressing a dominant-negative DROSHA mutant protein, we demonstrated dramatic enrichment of intact pri-miRNAs, resulting in much greater coverage of these transcripts compared with standard RNA-seq.","SRR1999221","PASS","SRX1009319","SRS922319","SRP057660","Primary fibroblasts","","","Primary fibroblasts","2015-06-23 06:52:04","2015-04-28 19:03:15",142909349,28581869800,142909349,200,16978,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1999221/SRR1999221.1","","RNA-Seq","PolyA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP057660","PRJNA282167",NA,282167,"SRS922319","SAMN03568009","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not applicable",NA,"no",NA,NA,NA,"","UT SOUTHWESTERN MEDICAL CENTER","SRA263216",NA,"public","B5CDDDB5068D605D5A1EDDBABF91BEC9","89F2F02005BC5A858E34EFB6D3E17BE7"
"SRR1615219","SRP049028.SRX735393.GPL16791","SRP049028","SRX735393","GPL16791","induced neuron","test","iNEUR","FIB","iNEUR-FIB","endpoint","",439,"induced neuron","test","","induced neuron","fibroblast","","induced neuron","transdifferentiation","fibroblast","induced neuron; suspected duplicate with ERP01411","SRR1615219","PASS","SRX735393","SRS723738","SRP049028","iN","","","iN","2015-10-19 00:00:00","2014-10-19 17:05:26",27495674,1402279374,0,51,614,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1615219/SRR1615219.1","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP049028","PRJNA264242",NA,264242,"SRS723738","SAMN03120541","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","SALK INSTITUTE FOR BIOLOGICAL STUDIES","SRA192469",NA,"public","E5BA6D727D903D0BC420AA9E358567B4","130E5CA3E8B1B710EFC28C71C2843E3D"
"SRR1615220","SRP049028.SRX735392.GPL16791","SRP049028","SRX735392","GPL16791","induced neuron","test","iNEUR","FIB","iNEUR-FIB","endpoint","",440,"induced neuron","test","","induced neuron","fibroblast","","induced neuron","transdifferentiation","fibroblast","induced serotonergic neuron; suspected duplicate with ERP01411","SRR1615220","PASS","SRX735392","SRS723739","SRP049028","iSN","","","iSN","2015-10-19 00:00:00","2014-10-19 17:08:20",26921544,1372998744,0,51,600,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1615220/SRR1615220.1","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP049028","PRJNA264242",NA,264242,"SRS723739","SAMN03120542","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","SALK INSTITUTE FOR BIOLOGICAL STUDIES","SRA192469",NA,"public","BB3334A2D55284F877472EE2113CB97A","44288519A8B580A51494D9C0101C9CF7"
"SRR307903","GSE26284.SRX082568.GPL9115","GSE26284","SRX082568","GPL9115","fibroblast","standard","FIB","FSK","FIB-FSK","","",448,"fibroblast","standard",NA,"fibroblast",NA,"foreskin","fibroblast","control",NA,"cell_line:BJ;source_vendor:ATCC; skin fibroblast, ""The line was established from skin taken from normal foreskin."" - ATCC. (PMID: 9916803)","SRR307903","PASS","SRX082568","SRS214594","SRP007461","GSM758562","GSE26284","GSM758562: CshlLong_RnaSeq_BJ_cell_longPolyA","GSM758562","2011-07-13 09:26:03","2014-05-30 21:36:09",36010036,5473525472,36010036,152,3165,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR307903/SRR307903.3","GSM758562: CshlLong_RnaSeq_BJ_cell_longPolyA","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer II","SRP007461","PRJNA30709",2,30709,"SRS214594","SAMN00634073","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA039973",NA,"public","6C25D1E73CEBD7FF90E4167BDAF0EB07","F963D76000937978A51DE63FC12785C0"
"SRR837858","SRP019968.SRX254880.GPL11154","SRP019968","SRX254880","GPL11154","fibroblast","standard","FIB","FSK","FIB-FSK","","",451,"fibroblast","standard",NA,"fibroblast",NA,"foreskin","fibroblast","control",NA,"PMID:23569271;We thank Dr. William C. Hahn (Harvard Medical School) for the BJ cell line and its derivatives;cell_line:BJ","SRR837858","PASS","SRX254880","SRS403888","SRP019968","BJ_a","","","BJ_a","2015-07-22 17:08:01","2015-11-28 04:49:36",12796709,2584935218,12796709,202,1473,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR837858/SRR837858.2","","RNA-Seq","other","TRANSCRIPTOMIC","PAIRED",100,0,"ILLUMINA","Illumina HiSeq 2000","SRP019968","PRJNA193487",NA,193487,"SRS403888","SAMN01984817","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","HUMAN PROTEIN ATLAS","SRA069862",NA,"public","29722130663D566A080F49104957A072","17EC49BB58B8930738CF33038E36A7C6"
"SRR837859","SRP019968.SRX254881.GPL11154","SRP019968","SRX254881","GPL11154","fibroblast","standard","FIB","FSK","FIB-FSK","","",452,"fibroblast","standard",NA,"fibroblast",NA,"foreskin","fibroblast","control",NA,"PMID:23569271;We thank Dr. William C. Hahn (Harvard Medical School) for the BJ cell line and its derivatives;cell_line:BJ","SRR837859","PASS","SRX254881","SRS403889","SRP019968","BJ_b","","","BJ_b","2015-07-22 17:08:01","2015-11-28 04:02:28",13334870,2693643740,13334870,202,1539,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR837859/SRR837859.2","","RNA-Seq","other","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP019968","PRJNA193487",NA,193487,"SRS403889","SAMN01984818","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","HUMAN PROTEIN ATLAS","SRA069862",NA,"public","FBC3DD30096FEC17CEFD82554C938C81","E97AB1364796E095F1B46A854D600EBB"
"ERR1247118","ERP014117.ERX1319056.GPL16791","ERP014117","ERX1319056","GPL16791","induced neuron","test","iNEUR","FIB","iNEUR-FIB","endpoint","",454,"induced neuron","test","neuron","induced neuron","fibroblast","","induced neuron","transdifferentiation","fibroblast","Samples labeled human neurons or induced neurons (iN) correspond to neurons transdifferentiated from fibroblasts using two transcription factors, as previously described (#1-AG08498 or #2:ERF-1, Erlangen Germany, a line given to us by collaborators) into primarily glutamatergic neurons.;PMID:26503761","ERR1247118","PASS","ERX1319056","ERS1051183","ERP014117","SAMEA3864049","","iN1a","SAMEA3864049","2016-05-07 17:02:20","2016-05-07 21:43:49",27495674,1402279374,0,51,614,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/ERR1247118/ERR1247118.1","iN1a","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP014117","PRJEB12624",NA,320949,"ERS1051183","SAMEA3864049","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Manching Ku","ERA560775",NA,"public","E5BA6D727D903D0BC420AA9E358567B4","130E5CA3E8B1B710EFC28C71C2843E3D"
