row,experiment_id,sample_id,platform_id,cell_type,category,general_cell_type,donor_tissue,sub_cell_type1,ts_timepoint,ResemblingNativeCellType,AdditionalProperty,GSE,GSM,SRR_accession,QC_summary,SRX_accession,SRS_accession,SRP_accession,GSE_accession,Sample_name,LibraryLayout,Model
SRP039361.SRX480789.GPL11154,SRP039361,SRX480789,GPL11154,derived macrophage M2-polarized,test,dMACROPH.M2,IPS,dMACROPH.M2-IPS,,MACROPH.M2,PMID:25904599;differentiation_method:embryoid bodies,GSE55536,GSM1338813,SRR2939150,PASS,SRX480789,SRS565625,SRP039361,GSM1338813,IPSDM M2 rep2,PAIRED,Illumina HiSeq 2000
SRP039361.SRX480790.GPL11154,SRP039361,SRX480790,GPL11154,derived macrophage M2-polarized,test,dMACROPH.M2,IPS,dMACROPH.M2-IPS,,MACROPH.M2,PMID:25904599;differentiation_method:embryoid bodies,GSE55536,GSM1338814,SRR1182394,PASS,SRX480790,SRS565626,SRP039361,GSM1338814,IPSDM M2 rep3,PAIRED,Illumina HiSeq 2000
SRP039361.SRX480790.GPL11154,SRP039361,SRX480790,GPL11154,derived macrophage M2-polarized,test,dMACROPH.M2,IPS,dMACROPH.M2-IPS,,MACROPH.M2,PMID:25904599;differentiation_method:embryoid bodies,GSE55536,GSM1338814,SRR2939151,PASS,SRX480790,SRS565626,SRP039361,GSM1338814,IPSDM M2 rep3,PAIRED,Illumina HiSeq 2000
SRP039361.SRX480791.GPL11154,SRP039361,SRX480791,GPL11154,derived macrophage M2-polarized,test,dMACROPH.M2,IPS,dMACROPH.M2-IPS,,MACROPH.M2,PMID:25904599;differentiation_method:embryoid bodies,GSE55536,GSM1338815,SRR1182395,PASS,SRX480791,SRS565627,SRP039361,GSM1338815,IPSDM M2 rep4,PAIRED,Illumina HiSeq 2000
SRP039361.SRX480791.GPL11154,SRP039361,SRX480791,GPL11154,derived macrophage M2-polarized,test,dMACROPH.M2,IPS,dMACROPH.M2-IPS,,MACROPH.M2,PMID:25904599;differentiation_method:embryoid bodies,GSE55536,GSM1338815,SRR2939152,PASS,SRX480791,SRS565627,SRP039361,GSM1338815,IPSDM M2 rep4,PAIRED,Illumina HiSeq 2000
SRP039361.SRX1411433.GPL11154,SRP039361,SRX1411433,GPL11154,PBMC derived macrophage,standard,MACROPH,PBMC,MACROPH-PBMC,,MACROPH,PMID:25904599;treatment:100 ng/mL human macrophage colony-stimulating factor (M-CSF),GSE55536,GSM1925959,SRR2910663,PASS,SRX1411433,SRS1146030,SRP039361,GSM1925959,HMDM MAC rep3,PAIRED,Illumina HiSeq 2000
SRP039361.SRX1411434.GPL11154,SRP039361,SRX1411434,GPL11154,M1-polarized PBMC derived macrophage,standard,MACROPH.M1,PBMC,MACROPH.M1-PBMC,,MACROPH.M1,"PMID:25904599;treatment:100 ng/mL M-CSF, 20 ng/mL interferon-γ and 100 ng/mL lipopolysaccharide",GSE55536,GSM1925960,SRR2910664,PASS,SRX1411434,SRS1146029,SRP039361,GSM1925960,HMDM M1 rep3,PAIRED,Illumina HiSeq 2000
SRP039361.SRX1411435.GPL11154,SRP039361,SRX1411435,GPL11154,M2-polarized PBMC derived macrophage,standard,MACROPH.M2,PBMC,MACROPH.M2-PBMC,,MACROPH.M2,PMID:25904599;treatment:20 ng/mL interleukin (IL)-4,GSE55536,GSM1925961,SRR2910665,PASS,SRX1411435,SRS1146039,SRP039361,GSM1925961,HMDM M2 rep3,PAIRED,Illumina HiSeq 2000
SRP039361.SRX1411436.GPL11154,SRP039361,SRX1411436,GPL11154,induced pluripotent stem cell,standard,IPS,PBMC,IPS-PBMC,,ESC,PMID:25904599;reprogramming_vector:Sendai virus,GSE55536,GSM1925962,SRR2910666,PASS,SRX1411436,SRS1146038,SRP039361,GSM1925962,iPS rep5,PAIRED,Illumina HiSeq 2000
SRP039361.SRX1411437.GPL11154,SRP039361,SRX1411437,GPL11154,induced pluripotent stem cell,standard,IPS,PBMC,IPS-PBMC,,ESC,PMID:25904599;reprogramming_vector:Sendai virus,GSE55536,GSM1925963,SRR2910667,PASS,SRX1411437,SRS1146037,SRP039361,GSM1925963,iPS rep6,PAIRED,Illumina HiSeq 2000
SRP039361.SRX1411439.GPL11154,SRP039361,SRX1411439,GPL11154,derived macrophage,test,dMACROPH,IPS,dMACROPH-IPS,,MACROPH,PMID:25904599;,GSE55536,GSM1925965,SRR2910669,PASS,SRX1411439,SRS1146035,SRP039361,GSM1925965,IPSDM MAC rep6,PAIRED,Illumina HiSeq 2000
SRP039361.SRX1411440.GPL11154,SRP039361,SRX1411440,GPL11154,derived macrophage M1-polarized,test,dMACROPH.M1,IPS,dMACROPH.M1-IPS,,MACROPH.M1,PMID:25904599;differentiation_method:embryoid bodies,GSE55536,GSM1925966,SRR2910670,PASS,SRX1411440,SRS1146034,SRP039361,GSM1925966,IPSDM M1 rep5,PAIRED,Illumina HiSeq 2000
SRP039361.SRX1411441.GPL11154,SRP039361,SRX1411441,GPL11154,derived macrophage M1-polarized,test,dMACROPH.M1,IPS,dMACROPH.M1-IPS,,MACROPH.M1,PMID:25904599;differentiation_method:embryoid bodies,GSE55536,GSM1925967,SRR2910671,PASS,SRX1411441,SRS1146033,SRP039361,GSM1925967,IPSDM M1 rep6,PAIRED,Illumina HiSeq 2000
SRP039361.SRX1411442.GPL11154,SRP039361,SRX1411442,GPL11154,derived macrophage M2-polarized,test,dMACROPH.M2,IPS,dMACROPH.M2-IPS,,MACROPH.M2,PMID:25904599;differentiation_method:embryoid bodies,GSE55536,GSM1925968,SRR2910672,PASS,SRX1411442,SRS1146032,SRP039361,GSM1925968,IPSDM M2 rep5,PAIRED,Illumina HiSeq 2000
SRP039361.SRX1411443.GPL11154,SRP039361,SRX1411443,GPL11154,derived macrophage M2-polarized,test,dMACROPH.M2,IPS,dMACROPH.M2-IPS,,MACROPH.M2,PMID:25904599;differentiation_method:embryoid bodies,GSE55536,GSM1925969,SRR2910673,PASS,SRX1411443,SRS1146031,SRP039361,GSM1925969,IPSDM M2 rep6,PAIRED,Illumina HiSeq 2000
ERP121719.ERX4111648.GPL16791,ERP121719,ERX4111648,GPL16791,peripheral blood mononuclear cell,standard,PBMC,NA,NA,,,age:27y;sex:female;disease_status:normal;timepoint:0h,,,ERR4144376,"WARN(4,5,6,7)",ERX4111648,ERS4558907,ERP121719,E-MTAB-9066:Sample 1,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111650.GPL16791,ERP121719,ERX4111650,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,age:27y;sex:female;disease_status:normal;coculture:erythrocytes infected with P. falciparum 3D7;timepoint:0h,,,ERR4144378,"WARN(4,5,6,7)",ERX4111650,ERS4558909,ERP121719,E-MTAB-9066:Sample 6,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111652.GPL16791,ERP121719,ERX4111652,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;coculture:uninfected erythrocytes;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:0h",,,ERR4144380,"WARN(6,7)",ERX4111652,ERS4558911,ERP121719,E-MTAB-9066:Sample 14,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111653.GPL16791,ERP121719,ERX4111653,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:0h",,,ERR4144381,"WARN(4,5,6,7)",ERX4111653,ERS4558912,ERP121719,E-MTAB-9066:Sample 3,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111654.GPL16791,ERP121719,ERX4111654,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:0h",,,ERR4144382,"WARN(5,7)",ERX4111654,ERS4558913,ERP121719,E-MTAB-9066:Sample 5,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111655.GPL16791,ERP121719,ERX4111655,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;coculture:erythrocytes infected with P. falciparum 3D7;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:0h",,,ERR4144383,"WARN(4,5,6,7)",ERX4111655,ERS4558914,ERP121719,E-MTAB-9066:Sample 8,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111656.GPL16791,ERP121719,ERX4111656,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;coculture:erythrocytes infected with P. falciparum 3D7;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:0h",,,ERR4144384,PASS,ERX4111656,ERS4558915,ERP121719,E-MTAB-9066:Sample 9,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111657.GPL16791,ERP121719,ERX4111657,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,age:27y;sex:female;disease_status:normal;coculture:uninfected erythrocytes;timepoint:4h,,,ERR4144385,"WARN(5,7)",ERX4111657,ERS4558916,ERP121719,E-MTAB-9066:Sample 11,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111658.GPL16791,ERP121719,ERX4111658,GPL16791,peripheral blood mononuclear cell,standard,PBMC,NA,NA,,,age:27y;sex:female;disease_status:normal;timepoint:4h,,,ERR4144386,"WARN(5,7)",ERX4111658,ERS4558917,ERP121719,E-MTAB-9066:Sample 2,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111659.GPL16791,ERP121719,ERX4111659,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,age:27y;sex:female;disease_status:normal;coculture:erythrocytes infected with P. falciparum 3D7;timepoint:12h,,,ERR4144387,PASS,ERX4111659,ERS4558918,ERP121719,E-MTAB-9066:Sample 7,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111660.GPL16791,ERP121719,ERX4111660,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;coculture:uninfected erythrocytes;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:4h",,,ERR4144388,PASS,ERX4111660,ERS4558919,ERP121719,E-MTAB-9066:Sample 13,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111661.GPL16791,ERP121719,ERX4111661,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:12h",,,ERR4144389,PASS,ERX4111661,ERS4558920,ERP121719,E-MTAB-9066:Sample 17,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111662.GPL16791,ERP121719,ERX4111662,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;coculture:erythrocytes infected with P. falciparum 3D7;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:12h",,,ERR4144390,PASS,ERX4111662,ERS4558921,ERP121719,E-MTAB-9066:Sample 20,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111663.GPL16791,ERP121719,ERX4111663,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;coculture:erythrocytes infected with P. falciparum 3D7;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:4h",,,ERR4144391,PASS,ERX4111663,ERS4558922,ERP121719,E-MTAB-9066:Sample 22,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111664.GPL16791,ERP121719,ERX4111664,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;coculture:uninfected erythrocytes;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:4h",,,ERR4144392,PASS,ERX4111664,ERS4558923,ERP121719,E-MTAB-9066:Sample 26,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111665.GPL16791,ERP121719,ERX4111665,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:12h",,,ERR4144393,PASS,ERX4111665,ERS4558924,ERP121719,E-MTAB-9066:Sample 4,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111666.GPL16791,ERP121719,ERX4111666,GPL16791,peripheral blood mononuclear cell,standard,PBMC,NA,NA,,,age:27y;sex:female;disease_status:normal;timepoint:12h,,,ERR4144394,WARN(6),ERX4111666,ERS4558925,ERP121719,E-MTAB-9066:Sample 15,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111667.GPL16791,ERP121719,ERX4111667,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,age:27y;sex:female;disease_status:normal;coculture:erythrocytes infected with P. falciparum 3D7;timepoint:4h,,,ERR4144395,PASS,ERX4111667,ERS4558926,ERP121719,E-MTAB-9066:Sample 19,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111668.GPL16791,ERP121719,ERX4111668,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,age:27y;sex:female;disease_status:normal;coculture:uninfected erythrocytes;timepoint:12h,,,ERR4144396,"WARN(4,6)",ERX4111668,ERS4558927,ERP121719,E-MTAB-9066:Sample 24,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111669.GPL16791,ERP121719,ERX4111669,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:12h",,,ERR4144397,"WARN(4,6)",ERX4111669,ERS4558928,ERP121719,E-MTAB-9066:Sample 16,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111670.GPL16791,ERP121719,ERX4111670,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:4h",,,ERR4144398,WARN(6),ERX4111670,ERS4558929,ERP121719,E-MTAB-9066:Sample 18,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111671.GPL16791,ERP121719,ERX4111671,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;coculture:erythrocytes infected with P. falciparum 3D7;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:4h",,,ERR4144399,PASS,ERX4111671,ERS4558930,ERP121719,E-MTAB-9066:Sample 21,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111672.GPL16791,ERP121719,ERX4111672,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;coculture:erythrocytes infected with P. falciparum 3D7;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:12h",,,ERR4144400,PASS,ERX4111672,ERS4558931,ERP121719,E-MTAB-9066:Sample 23,,PAIRED,Illumina HiSeq 2500
ERP121719.ERX4111674.GPL16791,ERP121719,ERX4111674,GPL16791,"peripheral blood mononuclear cell, treated",other,PBMC.t,NA,NA,,,"age:27y;sex:female;disease_status:normal;coculture:uninfected erythrocytes;treatment:PAM3/CSK4, 10 microgram per milliliter;timepoint:12h",,,ERR4144402,WARN(6),ERX4111674,ERS4558933,ERP121719,E-MTAB-9066:Sample 27,,PAIRED,Illumina HiSeq 2500
ERP110386.ERX2749222.GPL20301,ERP110386,ERX2749222,GPL20301,peripheral blood mononuclear cell,standard,PBMC,NA,NA,,,developmental_stage:adult;sex:female;disease_status:normal;pooled:mixed pool of 4 healthy donors,,,ERR2736137,PASS,ERX2749222,ERS2648185,ERP110386,SAMEA4828305,,PAIRED,Illumina HiSeq 4000
ERP110386.ERX2749223.GPL20301,ERP110386,ERX2749223,GPL20301,peripheral blood mononuclear cell,standard,PBMC,NA,NA,,,developmental_stage:adult;sex:female;disease_status:normal;pooled:mixed pool of 4 healthy donors,,,ERR2736138,PASS,ERX2749223,ERS2648186,ERP110386,SAMEA4828306,,PAIRED,Illumina HiSeq 4000
ERP110386.ERX2749224.GPL20301,ERP110386,ERX2749224,GPL20301,peripheral blood mononuclear cell,other,PBMC,NA,NA,,,developmental_stage:adult;sex:female;disease_status:systemic lupus erythematosus;pooled:mixed pool of 4 SLE donors,,,ERR2736139,PASS,ERX2749224,ERS2648187,ERP110386,SAMEA4828307,,PAIRED,Illumina HiSeq 4000
ERP110386.ERX2749225.GPL20301,ERP110386,ERX2749225,GPL20301,peripheral blood mononuclear cell,other,PBMC,NA,NA,,,developmental_stage:adult;sex:female;disease_status:systemic lupus erythematosus;pooled:mixed pool of 4 SLE donors,,,ERR2736140,PASS,ERX2749225,ERS2648188,ERP110386,SAMEA4828308,,PAIRED,Illumina HiSeq 4000
ERP116751.ERX3494784.GPL16791,ERP116751,ERX3494784,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,14h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:resolving inflammatory reaction;treatment:GMMA (30 ng/ml), hrTNF-α (10 ng/ml), hrIFN-γ (25 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:14h",,,ERR3473142,PASS,ERX3494784,ERS3646357,ERP116751,E-MTAB-8226:1A_14,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494785.GPL16791,ERP116751,ERX3494785,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,14h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:resolving inflammatory reaction;treatment:GMMA (30 ng/ml), hrTNF-α (10 ng/ml), hrIFN-γ (25 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:14h",,,ERR3473143,PASS,ERX3494785,ERS3646358,ERP116751,E-MTAB-8226:2A_14,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494786.GPL16791,ERP116751,ERX3494786,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,14h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:resolving inflammatory reaction;treatment:GMMA (30 ng/ml), hrTNF-α (10 ng/ml), hrIFN-γ (25 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:14h",,,ERR3473144,PASS,ERX3494786,ERS3646359,ERP116751,E-MTAB-8226:3A_14,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494787.GPL16791,ERP116751,ERX3494787,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,2h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrCCL2 (10 ng/ml), 5% CO2, 37°C, 5% heat-inactivated human AB serum;timepoint:2h",,,ERR3473145,PASS,ERX3494787,ERS3646360,ERP116751,E-MTAB-8226:1C_2,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494788.GPL16791,ERP116751,ERX3494788,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,2h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrCCL2 (10 ng/ml), 5% CO2, 37°C, 5% heat-inactivated human AB serum;timepoint:2h",,,ERR3473146,PASS,ERX3494788,ERS3646361,ERP116751,E-MTAB-8226:2C_2,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494789.GPL16791,ERP116751,ERX3494789,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,2h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrCCL2 (10 ng/ml), 5% CO2, 37°C, 5% heat-inactivated human AB serum;timepoint:2h",,,ERR3473147,PASS,ERX3494789,ERS3646362,ERP116751,E-MTAB-8226:3C_2,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494790.GPL16791,ERP116751,ERX3494790,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,4h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:resolving inflammatory reaction;treatment:hrCCL2 (10 ng/ml),GMMA (30 ng/ml), hrTNF-α (10 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:4h",,,ERR3473148,PASS,ERX3494790,ERS3646363,ERP116751,E-MTAB-8226:1A_4,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494791.GPL16791,ERP116751,ERX3494791,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,4h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:resolving inflammatory reaction;treatment:hrCCL2 (10 ng/ml),GMMA (30 ng/ml), hrTNF-α (10 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:4h",,,ERR3473149,PASS,ERX3494791,ERS3646364,ERP116751,E-MTAB-8226:2A_4,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494792.GPL16791,ERP116751,ERX3494792,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,4h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:resolving inflammatory reaction;treatment:hrCCL2 (10 ng/ml),GMMA (30 ng/ml), hrTNF-α (10 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:4h",,,ERR3473150,PASS,ERX3494792,ERS3646365,ERP116751,E-MTAB-8226:3A_4,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494793.GPL16791,ERP116751,ERX3494793,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,14h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrIFN-γ (25 ng/ml),Anti-Citrullinated ACPA-IC, huSurvivin/BIRC5 (1 ng/ml),hrM-CSF (0.5 ng/ml), hrGM-CSF (0.5 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:14h",,,ERR3473151,PASS,ERX3494793,ERS3646366,ERP116751,E-MTAB-8226:1C_14,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494794.GPL16791,ERP116751,ERX3494794,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,24h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrIFN-γ (25 ng/ml),Anti-Citrullinated ACPA-IC, huSurvivin/BIRC5 (1 ng/ml),hrM-CSF (0.5 ng/ml), hrGM-CSF (0.5 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:24h",,,ERR3473152,PASS,ERX3494794,ERS3646367,ERP116751,E-MTAB-8226:1C_24,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494795.GPL16791,ERP116751,ERX3494795,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,72h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrIFN-γ (25 ng/ml),Anti-Citrullinated ACPA-IC, huSurvivin/BIRC5 (1 ng/ml),hrM-CSF (0.5 ng/ml), hrGM-CSF (0.5 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:72h",,,ERR3473153,PASS,ERX3494795,ERS3646368,ERP116751,E-MTAB-8226:1C_72,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494796.GPL16791,ERP116751,ERX3494796,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,96h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrIFN-γ (25 ng/ml),Anti-Citrullinated ACPA-IC, huSurvivin/BIRC5 (1 ng/ml),hrM-CSF (0.5 ng/ml), hrGM-CSF (0.5 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:96h",,,ERR3473154,PASS,ERX3494796,ERS3646369,ERP116751,E-MTAB-8226:1C_96,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494797.GPL16791,ERP116751,ERX3494797,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,14h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrIFN-γ (25 ng/ml),Anti-Citrullinated ACPA-IC, huSurvivin/BIRC5 (1 ng/ml),hrM-CSF (0.5 ng/ml), hrGM-CSF (0.5 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:14h",,,ERR3473155,PASS,ERX3494797,ERS3646370,ERP116751,E-MTAB-8226:2C_14,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494798.GPL16791,ERP116751,ERX3494798,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,24h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrIFN-γ (25 ng/ml),Anti-Citrullinated ACPA-IC, huSurvivin/BIRC5 (1 ng/ml),hrM-CSF (0.5 ng/ml), hrGM-CSF (0.5 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:24h",,,ERR3473156,PASS,ERX3494798,ERS3646371,ERP116751,E-MTAB-8226:2C_24,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494799.GPL16791,ERP116751,ERX3494799,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,72h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrIFN-γ (25 ng/ml),Anti-Citrullinated ACPA-IC, huSurvivin/BIRC5 (1 ng/ml),hrM-CSF (0.5 ng/ml), hrGM-CSF (0.5 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:72h",,,ERR3473157,PASS,ERX3494799,ERS3646372,ERP116751,E-MTAB-8226:2C_72,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494800.GPL16791,ERP116751,ERX3494800,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,96h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrIFN-γ (25 ng/ml),Anti-Citrullinated ACPA-IC, huSurvivin/BIRC5 (1 ng/ml),hrM-CSF (0.5 ng/ml), hrGM-CSF (0.5 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:96h",,,ERR3473158,PASS,ERX3494800,ERS3646373,ERP116751,E-MTAB-8226:2C_96,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494801.GPL16791,ERP116751,ERX3494801,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,14h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrIFN-γ (25 ng/ml),Anti-Citrullinated ACPA-IC, huSurvivin/BIRC5 (1 ng/ml),hrM-CSF (0.5 ng/ml), hrGM-CSF (0.5 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:14h",,,ERR3473159,PASS,ERX3494801,ERS3646374,ERP116751,E-MTAB-8226:3C_14,,PAIRED,Illumina HiSeq 2000
ERP116751.ERX3494802.GPL16791,ERP116751,ERX3494802,GPL11154,"monocyte, treated",other,MCYTE.t,NA,NA,24h,,"pmid:32754155;developmental_stage:adult;disease_status:normal;phenotype:persistent inflammatory reaction;treatment:hrIFN-γ (25 ng/ml),Anti-Citrullinated ACPA-IC, huSurvivin/BIRC5 (1 ng/ml),hrM-CSF (0.5 ng/ml), hrGM-CSF (0.5 ng/ml), hypoxia, 39°C, 5% heat-inactivated human AB serum;timepoint:24h",,,ERR3473160,PASS,ERX3494802,ERS3646375,ERP116751,E-MTAB-8226:3C_24,,PAIRED,Illumina HiSeq 2000
